Return %,COMPANY NAME
26.934057920211874,TITAN
26.195255847095325,POWER GRID
17.396810756031844,ICICI BANK
13.065307924237326,INFOSYS
7.5707063797575955,EICHER MOTORS
6.959509592150152,L&T
5.873215400926398,SUN PHARMA
1.9120326694240086,HDFC LIFE INSURANCE
0.14055470407340653,KOTAK MAHINDRA BANK
-0.33900831075854754,HCL TECHNOLOGIES
